new_customer,application_date,income_verification,language,date_of_birth,gender,country,loan_amount,county,city,use_of_loan,education,marital_status,nr_dependants,employment_status,employment_duration,employment_position,work_experience,occupation,home_ownership,income_from_employer,income_from_pension,income_from_family_allowance,income_from_social_welfare,income_from_leave_pay,income_from_child_support,income_other,nr_debt_items,total_debt,credit_score_1,credit_score_2,credit_score_3,credit_score_4,nr_previous_loans,amount_previous_loans,previous_repayments,previous_early_repayments,previous_early_repayments_count,default
1,2017-08-11 19:39:08,income_and_expenses_verified,estonian,1987-04-07,male,EE,400.0,TARTU,TARTU,other,secondary,single,0.0,fully,MoreThan5Years,Lavameister,10To15Years,entertainment,tenant_furnished,550.0,0.0,0.0,0.0,0.0,0.0,0.0,5,194.0,,,,1000.0,0,0.0,0.0,0.0,0,0
1,2017-08-12 13:28:43,income_and_expenses_verified,estonian,1983-12-30,female,EE,200.0,TARTU,VAHI,health,higher,cohabitant,1.0,fully,UpTo2Years,Tootearendus juht,LessThan2Years,entertainment,mortgage,852.0,0.0,38.0,0.0,0.0,0.0,0.0,6,178.0,,,,1000.0,0,0.0,0.0,0.0,0,0
1,2017-08-12 14:12:04,income_and_expenses_verified,estonian,1967-03-03,female,EE,2900.0,PÕLVAMAA,PÕLVA,loan_consolidation,higher,cohabitant,0.0,fully,MoreThan5Years,Vanemspetsialist/ asjaajaja,MoreThan25Years,agriculture,joint_ownership,684.0,0.0,0.0,0.0,0.0,0.0,157.0,12,523.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-11 05:26:06,income_and_expenses_verified,estonian,1963-06-17,male,EE,3500.0,LÄÄNEMAA,PALIVERE,real_estate,secondary,married,0.0,fully,MoreThan5Years,Meister,15To25Years,other,owner,913.0,0.0,0.0,0.0,0.0,0.0,0.0,9,463.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-12 12:01:01,income_and_expenses_verified,estonian,1967-10-06,female,EE,1500.0,HARJU,TALLINN,home_improvement,higher,married,0.0,fully,UpTo2Years,Ravimiesitleja,LessThan2Years,healthcare,joint_ownership,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,6,272.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-12 11:09:33,income_and_expenses_verified,estonian,1966-10-26,male,EE,500.0,SAARE,LEISI VALD,other,secondary,married,2.0,fully,UpTo3Years,Loomakasvataja,2To5Years,agriculture,owner,368.0,0.0,0.0,0.0,0.0,0.0,0.0,7,185.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-12 10:17:37,income_and_expenses_verified,estonian,1952-10-20,female,EE,4700.0,HARJU,RUMMU,loan_consolidation,higher,divorced,0.0,fully,MoreThan5Years,Kriminaalhooldus ametnik,10To15Years,other,owner,692.0,373.0,0.0,0.0,0.0,0.0,0.0,16,833.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-11 21:28:42,income_and_expenses_verified,estonian,1966-10-20,male,EE,1100.0,LÄÄNE VIRUMAA,KADRINA,other,secondary,divorced,0.0,fully,UpTo3Years,autojuht,MoreThan25Years,construction,owner,1799.0,0.0,0.0,0.0,0.0,0.0,32.0,3,193.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-12 09:20:32,income_and_expenses_verified,estonian,1979-12-17,male,EE,500.0,HARJU,PÜÜNSI,other,primary,married,4.0,entrepreneur,MoreThan5Years,Juhatuse liige,5To10Years,entertainment,mortgage,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,3,330.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-11 18:35:40,income_and_expenses_verified,estonian,1977-11-26,female,EE,2500.0,JÕGEVAMAA,PUURMANI VALD,real_estate,secondary,married,0.0,fully,MoreThan5Years,Aiandus oskustööline,5To10Years,other,owner,505.0,0.0,0.0,0.0,0.0,0.0,64.0,10,336.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-08 15:18:49,income_and_expenses_verified,estonian,1953-06-01,female,EE,2000.0,HARJU,TALLINN,loan_consolidation,secondary,single,0.0,retiree,,,LessThan2Years,other,living_with_parents,0.0,458.0,0.0,0.0,0.0,0.0,0.0,8,213.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-08 16:00:36,income_and_expenses_verified,estonian,1983-08-27,female,EE,800.0,LÄÄNEMAA,RIDALA VALD,other,secondary,cohabitant,3.0,fully,UpTo2Years,Infokassapidaja,15To25Years,retail,tenant_furnished,453.0,0.0,153.0,0.0,0.0,0.0,0.0,8,272.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-11 14:17:26,income_and_expenses_verified,estonian,1956-04-20,male,EE,1500.0,HARJU,TALLINN,other,higher,cohabitant,0.0,self_employed,,,LessThan2Years,other,joint_ownership,0.0,242.0,0.0,0.0,0.0,0.0,1000.0,6,461.0,,,,,1,800.0,59.4,0.0,0,0
1,2017-08-10 17:19:58,income_and_expenses_verified,estonian,1977-03-22,female,EE,3500.0,HARJU,TALLINN,home_improvement,higher,divorced,1.0,fully,MoreThan5Years,Kontomanager,5To10Years,other,mortgage,1855.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1064.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-11 12:10:49,income_and_expenses_verified,estonian,1994-02-11,male,EE,3000.0,SAARE,KURESSAARE,loan_consolidation,secondary,cohabitant,1.0,fully,UpTo2Years,Kivisaagija,2To5Years,processing,joint_ownership,668.0,0.0,0.0,0.0,0.0,0.0,0.0,6,366.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-09 11:24:44,income_and_expenses_verified,estonian,1984-06-15,female,EE,1600.0,LÄÄNE-VIRUMAA,TAPA,loan_consolidation,higher,married,3.0,fully,MoreThan5Years,Pereõde,10To15Years,other,mortgage,0.0,0.0,134.0,0.0,1182.0,0.0,0.0,11,1217.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-07 14:48:31,income_and_expenses_verified,estonian,1983-01-16,male,EE,5000.0,HARJU,JÄRVEKÜLA,home_improvement,secondary,married,1.0,fully,UpTo5Years,Projektijuht,2To5Years,transport,owner,1555.0,0.0,0.0,0.0,0.0,0.0,0.0,6,525.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-08 15:33:46,income_and_expenses_verified,finnish,1968-03-18,male,FI,8000.0,ETELÄ-POHJANMAA,ILMAJOKI,loan_consolidation,higher,married,2.0,fully,MoreThan5Years,Aluen johtaja,15To25Years,research,owner,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,,,RL2,,0,0.0,0.0,0.0,0,1
1,2017-08-08 16:33:42,income_and_expenses_verified,estonian,1976-04-15,female,EE,2000.0,HARJU,TALLINN,loan_consolidation,secondary,single,2.0,partially,MoreThan5Years,Tikkija,5To10Years,processing,living_with_parents,446.0,161.0,95.0,0.0,0.0,0.0,0.0,5,52.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-07 14:48:59,income_and_expenses_verified,estonian,1973-11-27,female,EE,2200.0,RAPLA,RAPLA,loan_consolidation,secondary,single,0.0,fully,MoreThan5Years,Dispetšer,5To10Years,construction,living_with_parents,269.0,209.0,0.0,39.0,0.0,0.0,0.0,13,71.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-07 14:31:43,income_and_expenses_verified,estonian,1961-11-07,female,EE,8000.0,HARJU,ÄÄSMÄE,other,vocational,married,0.0,fully,MoreThan5Years,Tiimliider,MoreThan25Years,processing,owner,800.0,0.0,0.0,0.0,0.0,0.0,0.0,6,114.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-07 16:18:25,income_and_expenses_verified,estonian,1979-09-02,female,EE,3000.0,HARJU,KEILA,loan_consolidation,basic,cohabitant,1.0,fully,UpTo2Years,Kalakokk,LessThan2Years,catering,joint_ownership,486.0,0.0,19.0,0.0,0.0,0.0,0.0,6,253.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-07 13:34:08,income_and_expenses_verified,estonian,1992-07-31,female,EE,800.0,LÄÄNE-VIRUMAA,TAPA,loan_consolidation,secondary,single,1.0,fully,MoreThan5Years,Klienditeenindaja,5To10Years,other,tenant_furnished,666.0,0.0,57.0,0.0,0.0,200.0,0.0,7,446.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-05 07:37:30,income_and_expenses_verified,finnish,1984-04-08,male,FI,10000.0,,PREITILÄ,loan_consolidation,secondary,single,2.0,fully,UpTo2Years,Huoltokotin erikoishoitaja,5To10Years,healthcare,owner,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,6,676.0,,,RL5,,0,0.0,0.0,0.0,0,1
1,2017-08-04 20:14:07,income_and_expenses_verified,estonian,1983-02-09,female,EE,1100.0,LÄÄNEMAA,HAAPSALU,vehicle,secondary,divorced,2.0,fully,UpTo3Years,Kangur,15To25Years,processing,mortgage,660.0,0.0,38.0,0.0,0.0,0.0,0.0,7,399.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-04 11:24:24,income_and_expenses_verified,estonian,1977-04-18,female,EE,2500.0,HARJU,LUIGE ALEVIK,loan_consolidation,secondary,cohabitant,1.0,fully,MoreThan5Years,Tootejuht,15To25Years,transport,mortgage,1456.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1014.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-07 20:05:53,income_and_expenses_verified,estonian,1954-10-01,female,EE,2500.0,HARJU,TALLINN,loan_consolidation,secondary,cohabitant,0.0,retiree,UpTo3Years,lisaks pensionile oman firmat,MoreThan25Years,other,council_house,342.0,0.0,0.0,0.0,0.0,0.0,256.0,6,313.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-07 14:02:43,income_and_expenses_verified,estonian,1982-09-20,female,EE,1500.0,VÕRUMAA,VÕRU,home_improvement,basic,cohabitant,2.0,fully,UpTo1Year,Vanemteenindaja,5To10Years,retail,tenant_furnished,458.0,0.0,38.0,0.0,0.0,0.0,0.0,2,100.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-06 14:12:36,income_and_expenses_verified,estonian,1971-04-21,male,EE,1000.0,HARJU,TALLINN,loan_consolidation,secondary,married,2.0,fully,UpTo3Years,Operaator,MoreThan25Years,processing,owner,815.0,0.0,0.0,0.0,0.0,0.0,0.0,9,719.0,,,,,0,0.0,0.0,0.0,0,0
0,2017-08-06 19:27:39,income_and_expenses_verified,estonian,1973-07-09,female,EE,6100.0,HARJU,TALLINN,loan_consolidation,secondary,cohabitant,1.0,fully,UpTo5Years,Raamatupidaja,2To5Years,healthcare,mortgage,959.0,0.0,0.0,0.0,0.0,0.0,0.0,11,553.0,,,,,2,4300.0,697.05,0.0,0,0
1,2017-08-04 21:58:18,income_and_expenses_verified,estonian,1977-07-03,female,EE,1600.0,TARTU,KÄÄRDI ALEVIK,other,secondary,married,2.0,fully,MoreThan5Years,Vanemlogistik,MoreThan25Years,civil_service,joint_ownership,928.0,0.0,38.0,0.0,0.0,0.0,0.0,25,538.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-05 12:19:14,income_and_expenses_verified,estonian,1977-08-08,male,EE,3000.0,PÄRNUMAA,PÄRNU,other,secondary,single,0.0,entrepreneur,UpTo2Years,Juhatuse liige,LessThan2Years,agriculture,mortgage,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1112.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-08-03 10:02:22,income_and_expenses_verified,estonian,1958-09-25,female,EE,1200.0,JÄRVAMAA,TÜRI,loan_consolidation,secondary,divorced,0.0,fully,UpTo5Years,Finantsosakonna juhataj.,2To5Years,administrative,living_with_parents,1250.0,0.0,0.0,0.0,0.0,0.0,64.0,9,649.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-08-01 15:13:40,income_and_expenses_verified,estonian,1972-10-16,female,EE,1600.0,JÄRVAMAA,OISU,loan_consolidation,vocational,married,0.0,fully,MoreThan5Years,Farmitööline,MoreThan25Years,agriculture,owner,510.0,0.0,0.0,0.0,0.0,0.0,0.0,5,180.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-07-31 00:28:40,income_and_expenses_verified,estonian,1988-07-01,male,EE,1500.0,TARTU,TARTU,vehicle,secondary,single,0.0,fully,UpTo5Years,IT Süsteemi administraator,10To15Years,telecom,tenant_furnished,858.0,0.0,0.0,0.0,0.0,0.0,0.0,3,497.0,,,,,0,0.0,0.0,0.0,0,1
0,2017-08-01 12:22:10,income_and_expenses_verified,estonian,1958-10-23,female,EE,700.0,PÄRNUMAA,VÄNDRA,vehicle,higher,widow,0.0,fully,MoreThan5Years,Õpetaja,MoreThan25Years,education,owner,1177.0,319.0,0.0,0.0,0.0,0.0,0.0,11,734.0,,,,,7,3170.8516,3355.044,0.0,0,0
0,2017-07-29 22:19:00,income_and_expenses_verified,estonian,1967-04-17,female,FI,8000.0,UUSIMAA,ESPOO,loan_consolidation,vocational,single,0.0,fully,UpTo1Year,Koristaja,MoreThan25Years,other,tenant_unfurnished,1333.0,0.0,0.0,0.0,0.0,0.0,0.0,12,768.0,,,RL2,,1,2000.0,611.65,0.0,0,0
1,2017-07-30 13:23:14,income_and_expenses_verified,estonian,1987-12-26,female,EE,1100.0,HIIU,KÄRDLA,loan_consolidation,secondary,single,1.0,fully,UpTo1Year,Kindlustusnõustaja,LessThan2Years,finance,tenant_furnished,560.0,0.0,38.0,0.0,0.0,0.0,0.0,4,351.0,,,,,0,0.0,0.0,0.0,0,0
0,2022-01-10 14:23:24,income_and_expenses_verified,spanish,1988-10-15,,ES,530.0,NAVARRA,HUARTE-UHARTE,unknown,vocational,,,,MoreThan5Years,,,,tenant_furnished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.74,M5,B,,,1,530.0,423.54,0.0,0,1
0,2022-01-10 13:51:31,income_and_expenses_verified,finnish,1978-02-20,male,FI,530.0,,KARKKILA,unknown,secondary,,,,MoreThan5Years,,,,owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1175.11,M,,3,,6,11590.0,9531.67,0.0,0,1
0,2022-01-10 15:03:18,unverified,estonian,1985-03-22,male,EE,2655.0,Tartu maakond,Tartu linn,unknown,higher,,,,MoreThan5Years,,,,owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,145.0,M,,,1000.0,6,11868.0,12566.85,0.0,0,0
0,2022-01-10 15:20:08,income_and_expenses_verified,spanish,1980-01-01,male,ES,530.0,,MALGRAT DE MAR,unknown,secondary,,,,MoreThan5Years,,,,mortgage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,856.76,M1,B,,,3,3745.0,3645.99,0.0,0,1
0,2022-01-10 15:18:21,income_and_expenses_verified,estonian,1997-01-11,male,EE,5525.0,Tartu maakond,Tartu linn,unknown,secondary,,,,UpTo5Years,,,,living_with_parents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,39.0,M,,,1000.0,2,4230.0,7276.39,3700.0,1,1
1,2022-01-10 09:02:40,income_and_expenses_verified,estonian,1969-03-05,male,EE,2125.0,Lääne-Viru maakond,Vinni vald,unknown,vocational,,,,MoreThan5Years,,,,owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,210.0,M,,,1000.0,0,0.0,0.0,0.0,0,0
0,2022-01-10 17:02:50,income_and_expenses_verified,spanish,1977-02-03,,ES,530.0,,,unknown,higher,,,,MoreThan5Years,,,,mortgage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,930.21,M6,B,,,1,1023.0,159.18,0.0,0,0
0,2022-01-10 17:44:21,unverified,estonian,1975-01-25,male,EE,530.0,Harju maakond,Tallinn,unknown,secondary,,,,MoreThan5Years,,,,mortgage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,279.32,M,,,1000.0,2,4103.0,719.45,0.0,0,1
1,2022-01-10 15:13:29,unverified,estonian,1981-08-01,male,EE,4250.0,Harju maakond,Tallinn,unknown,secondary,,,,MoreThan5Years,,,,owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,M,,,1000.0,0,0.0,0.0,0.0,0,0
1,2022-01-10 18:25:57,income_and_expenses_verified,spanish,1970-10-14,male,ES,530.0,,,unknown,secondary,,,,MoreThan5Years,,,,mortgage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,214.0,M1,B,,,0,0.0,0.0,0.0,0,1
0,2022-01-10 22:29:20,income_and_expenses_verified,spanish,1966-05-08,,ES,530.0,Comunidad de Madrid,Madrid,unknown,higher,,,,MoreThan5Years,,,,living_with_parents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,980.75,M5,B,,,2,2335.0,2209.56,0.0,0,1
1,2022-01-10 21:34:58,income_and_expenses_verified,estonian,1997-02-06,male,EE,10415.0,Pärnu maakond,Pärnu linn,unknown,higher,,,,UpTo1Year,,,,tenant_furnished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,102.7,M,,,1000.0,1,530.0,35.65,0.0,0,1
0,2022-01-10 21:22:33,unverified,estonian,1989-12-21,male,EE,2760.0,Harju maakond,Tallinn,unknown,higher,,,,MoreThan5Years,,,,owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,M,,,600.0,3,7546.0,8050.85,0.0,0,1
0,2022-01-10 16:05:03,income_and_expenses_verified,spanish,1983-04-06,,ES,530.0,BARCELONA,BARCELONA,unknown,basic,,,,UpTo2Years,,,,joint_tenant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,497.0,M1,B,,,3,8053.0,2504.41,0.0,0,1
0,2022-01-11 07:29:01,unverified,estonian,1979-12-25,male,EE,5950.0,Tartu maakond,Elva vald,unknown,secondary,,,,UpTo5Years,,,,tenant_furnished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,166.84,M,,,1000.0,3,6396.0,1817.23,0.0,0,1
0,2022-01-10 17:38:06,unverified,estonian,1968-02-01,male,EE,2445.0,Harju maakond,Tallinn,unknown,secondary,,,,MoreThan5Years,,,,mortgage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,439.47,M,,,1000.0,2,4250.0,3137.97,0.0,0,0
0,2022-01-11 09:28:31,income_and_expenses_verified,estonian,1977-07-13,male,EE,530.0,Valga maakond,Valga vald,unknown,secondary,,,,MoreThan5Years,,,,owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,377.34,M,,,900.0,4,4885.0,1905.86,0.0,0,0
1,2022-01-10 20:25:00,income_and_expenses_verified,estonian,1983-06-23,male,EE,2550.0,Harju maakond,Viimsi vald,unknown,higher,,,,UpTo5Years,,,,owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,450.0,M,,,800.0,0,0.0,0.0,0.0,0,0
0,2017-06-26 08:57:52,income_and_expenses_verified,estonian,1975-10-17,male,EE,4000.0,HARJU,TALLINN,business,secondary,married,0.0,entrepreneur,MoreThan5Years,projekteerija,15To25Years,other,joint_ownership,409.0,0.0,0.0,0.0,0.0,0.0,500.0,3,213.0,,,,,2,4500.0,4684.93,0.0,0,0
1,2017-06-29 19:07:51,income_and_expenses_verified,estonian,1981-08-25,female,EE,3500.0,PÄRNU MAAKOND,SINDI,loan_consolidation,higher,cohabitant,0.0,fully,MoreThan5Years,peaspetialist,15To25Years,civil_service,mortgage,623.0,0.0,0.0,0.0,0.0,0.0,0.0,10,260.0,,,,,0,0.0,0.0,0.0,0,1
0,2017-06-30 20:05:49,income_and_expenses_verified,estonian,1973-07-22,female,EE,3400.0,HARJU,TALLINN,home_improvement,basic,cohabitant,1.0,fully,MoreThan5Years,Maaler,5To10Years,construction,joint_ownership,799.0,0.0,0.0,0.0,0.0,0.0,0.0,9,451.0,,,,,2,3500.0,720.66,0.0,0,1
1,2017-06-27 20:20:39,income_and_expenses_verified,estonian,1991-11-30,female,EE,2500.0,VILJANDI,VILJANDI,loan_consolidation,basic,cohabitant,2.0,fully,UpTo1Year,Õmbleja,5To10Years,other,mortgage,477.0,0.0,38.0,60.0,0.0,0.0,0.0,9,425.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-07-02 09:06:43,income_and_expenses_verified,estonian,1990-06-27,male,EE,5000.0,HARJU,TALLINN,loan_consolidation,higher,single,0.0,fully,UpTo4Years,"tiimijuht, projektijuht",5To10Years,other,tenant_unfurnished,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,9,864.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-07-02 15:07:08,income_and_expenses_verified,estonian,1972-07-04,female,EE,900.0,HARJU,TALLINN,loan_consolidation,secondary,cohabitant,0.0,retiree,,,MoreThan25Years,other,living_with_parents,0.0,268.0,0.0,53.0,0.0,0.0,0.0,5,192.0,,,,,0,0.0,0.0,0.0,0,0
0,2017-06-24 19:18:14,income_and_expenses_verified,estonian,1994-07-11,male,EE,2800.0,TARTU,TARTU,loan_consolidation,vocational,single,0.0,fully,UpTo1Year,Turvatöötaja,2To5Years,other,living_with_parents,600.0,0.0,0.0,0.0,0.0,0.0,0.0,5,679.0,,,,,3,2300.0,1584.03,0.0,0,1
1,2017-06-25 14:42:33,income_and_expenses_verified,estonian,1980-03-21,female,EE,250.0,TARTU,TARTU LINN,health,higher,cohabitant,1.0,fully,UpTo1Year,maakler,15To25Years,real_estate,joint_ownership,374.0,0.0,0.0,0.0,0.0,0.0,181.0,3,105.0,,,,1000.0,0,0.0,0.0,0.0,0,0
1,2017-07-03 09:36:21,income_and_expenses_verified,estonian,1993-04-10,male,EE,2000.0,JÄRVAMAA,RETLA KÜLA,loan_consolidation,secondary,cohabitant,0.0,fully,UpTo5Years,Päästja,5To10Years,civil_service,living_with_parents,530.0,0.0,0.0,0.0,0.0,0.0,0.0,2,281.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-06-30 20:14:00,income_and_expenses_verified,estonian,1985-08-19,male,EE,2500.0,HARJU,TALLINN,home_improvement,vocational,divorced,0.0,fully,UpTo4Years,Montöör,2To5Years,other,living_with_parents,800.0,0.0,0.0,0.0,0.0,0.0,0.0,4,317.0,,,,,0,0.0,0.0,0.0,0,0
0,2017-06-20 20:08:26,income_and_expenses_verified,estonian,1983-04-09,male,EE,2600.0,JÄRVAMAA,PAIDE,loan_consolidation,secondary,divorced,1.0,fully,MoreThan5Years,Peaspetsialist,15To25Years,civil_service,joint_ownership,1394.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1186.0,,,,,1,3000.0,917.74,0.0,0,0
1,2017-06-23 18:14:44,income_and_expenses_verified,estonian,1987-02-14,female,EE,4000.0,HARJU,TALLINN,business,higher,cohabitant,0.0,fully,MoreThan5Years,Kliendihaldur,5To10Years,finance,mortgage,940.0,0.0,0.0,0.0,0.0,0.0,0.0,8,538.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-07-02 17:48:28,income_and_expenses_verified,estonian,1992-08-17,female,EE,200.0,VILJANDI,KÄRSTNA,other,vocational,cohabitant,2.0,fully,UpTo2Years,Müüja ,LessThan2Years,retail,owner,0.0,0.0,0.0,38.0,283.0,0.0,0.0,2,54.0,,,,600.0,0,0.0,0.0,0.0,0,0
1,2017-07-03 23:17:59,income_and_expenses_verified,estonian,1987-12-25,male,EE,2300.0,HARJU,ARUKÜLA,loan_consolidation,secondary,single,0.0,fully,UpTo2Years,Autojuht,10To15Years,transport,living_with_parents,667.0,0.0,0.0,0.0,0.0,0.0,150.0,7,282.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-07-02 08:16:13,income_and_expenses_verified,estonian,1974-07-23,female,EE,5000.0,HARJU,KLOOGARANNA KEILA VALD,loan_consolidation,higher,single,0.0,fully,MoreThan5Years,majandustarkvara konsultant. ,MoreThan25Years,telecom,mortgage,930.0,0.0,0.0,0.0,0.0,0.0,0.0,10,423.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-06-28 18:55:11,income_and_expenses_verified,estonian,1960-06-20,male,EE,10000.0,HARJU,HAABNEEME,loan_consolidation,higher,married,0.0,fully,MoreThan5Years,Juht (manager),MoreThan25Years,research,mortgage,2551.0,0.0,0.0,0.0,0.0,0.0,0.0,12,786.0,,,,,0,0.0,0.0,0.0,0,1
0,2017-06-29 21:10:40,income_and_expenses_verified,estonian,1977-02-20,female,EE,500.0,TARTU,TARTU LINN,vehicle,secondary,single,1.0,fully,MoreThan5Years,tootmisassistent,10To15Years,processing,living_with_parents,748.0,0.0,19.0,0.0,0.0,0.0,40.0,6,91.0,,,,,3,1400.0,1538.13,0.0,0,0
1,2017-07-07 07:55:34,income_and_expenses_verified,estonian,1943-04-07,female,EE,1000.0,VILJANDI,RAMSI AVALIK,other,basic,cohabitant,0.0,retiree,,Pensionär,MoreThan25Years,other,joint_ownership,156.0,392.0,0.0,0.0,0.0,0.0,0.0,2,193.0,,,,,0,0.0,0.0,0.0,0,0
0,2017-06-30 19:51:23,income_and_expenses_verified,estonian,1988-09-17,male,EE,500.0,HARJU,TALLINN,other,higher,single,0.0,fully,UpTo4Years,kvaliteedi ekspert osakonnajuhataja ülesannetes,2To5Years,telecom,owner,1698.0,0.0,0.0,0.0,0.0,0.0,0.0,8,567.0,,,,,2,511.2911,543.57,0.0,0,0
0,2017-07-02 22:17:12,income_and_expenses_verified,russian,1981-09-24,female,EE,3500.0,ХАРЬЮМАА,ТАЛЛИНН,loan_consolidation,vocational,cohabitant,1.0,fully,UpTo3Years,operaator,15To25Years,other,living_with_parents,549.0,0.0,0.0,0.0,0.0,0.0,482.0,7,420.0,,,,,1,287.6,361.57,0.0,0,1
0,2017-07-03 10:27:13,income_and_expenses_verified,estonian,1986-05-14,female,EE,2500.0,HARJU,TALLINN,loan_consolidation,higher,cohabitant,0.0,fully,MoreThan5Years,Infosüsteemi haldur,5To10Years,civil_service,mortgage,884.0,0.0,0.0,0.0,0.0,0.0,25.0,10,247.0,,,,,9,1958.0375,2185.3493,0.0,0,0
1,2017-07-02 12:10:57,income_and_expenses_verified,estonian,1991-11-02,female,EE,2600.0,VILJANDI,VILJANDI,loan_consolidation,secondary,cohabitant,0.0,fully,UpTo3Years,Komplekteerija,5To10Years,processing,tenant_furnished,536.0,0.0,0.0,0.0,0.0,0.0,0.0,11,508.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-07-08 10:02:10,income_and_expenses_verified,estonian,1974-05-15,female,EE,2300.0,HARJU,TALLINN,loan_consolidation,secondary,divorced,0.0,fully,MoreThan5Years,assistent,15To25Years,civil_service,owner,618.0,0.0,0.0,0.0,0.0,0.0,0.0,10,402.0,,,,,0,0.0,0.0,0.0,0,0
1,2017-07-07 22:16:58,income_and_expenses_verified,estonian,1992-02-09,female,EE,2600.0,HARJU,TALLINN,other,higher,cohabitant,0.0,fully,UpTo2Years,tegevtoimetaja,2To5Years,entertainment,joint_tenant,250.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0.0,,,,,0,0.0,0.0,0.0,0,1
1,2017-07-08 19:02:31,income_and_expenses_verified,estonian,1960-04-01,female,EE,500.0,IDA-VIRU,KOHTLA-JÄRVE,health,higher,cohabitant,0.0,retiree,,,LessThan2Years,other,owner,509.0,0.0,0.0,0.0,0.0,0.0,0.0,4,134.0,,,,,2,2500.0,225.93,0.0,0,1
0,2017-07-08 01:10:11,income_and_expenses_verified,estonian,1989-09-30,male,EE,5000.0,PÕLVAMAA,VASTSE-KUUSTE VALD KIIDJÄRVE KÜLA,loan_consolidation,secondary,cohabitant,3.0,fully,UpTo5Years,Kokk,5To10Years,catering,living_with_parents,813.0,0.0,0.0,0.0,0.0,0.0,0.0,12,264.0,,,,,1,900.0,919.33,0.0,0,1
0,2017-07-09 14:47:20,income_and_expenses_verified,estonian,1978-02-07,male,EE,2070.0,HARJU,TALLINN,loan_consolidation,higher,single,0.0,fully,MoreThan5Years,Kvaliteedijuht,15To25Years,transport,tenant_furnished,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1556.0,,,,,1,4000.0,685.59,0.0,0,1
